Reference	ID	Tags	Quote	Occurrence	Question	Response
2:16	ly68	basic,interpret	ὅτι μετὰ τῶν τελωνῶν καὶ ἁμαρτωλῶν ἐσθίει	1	Selon vous, pourquoi les scribes ont-ils posé cette question ?	
2:17	k9xu	advanced,interpret	οὐ χρείαν ἔχουσιν οἱ ἰσχύοντες ἰατροῦ, ἀλλ’ οἱ κακῶς ἔχοντες	1	Selon la réponse que Jésus leur donne, qui sont les **forts** et qui sont les **malades** ?	
2:17	x2wl	basic,interpret	οὐκ ἦλθον καλέσαι δικαίους, ἀλλὰ ἁμαρτωλούς	1	Selon vous, pourquoi Jésus est-il venu appeler **des pécheurs** plutôt que **des justes** ?	
2:17	yqaq	basic,apply	οὐκ ἦλθον καλέσαι δικαίους, ἀλλὰ ἁμαρτωλούς	1	Plutôt que d'éviter les **pécheurs**, que faites-vous pour les inciter à venir à Jésus ?	
2:18	qb7f	basic,observe	ἦσαν οἱ μαθηταὶ Ἰωάννου καὶ οἱ Φαρισαῖοι νηστεύοντες	1	Quels sont les deux groupes de personnes qui **jeûnaient** ?	
2:18	r14e	basic,interpret	διὰ τί οἱ μαθηταὶ Ἰωάννου καὶ οἱ μαθηταὶ τῶν Φαρισαίων νηστεύουσιν, οἱ δὲ σοὶ μαθηταὶ οὐ νηστεύουσιν?	1	Selon vous, pourquoi les **disciples** de Jésus ne **jeûnent pas** ?	
2:19	u971	basic,interpret	μὴ δύνανται οἱ υἱοὶ τοῦ νυμφῶνος ἐν ᾧ ὁ νυμφίος μετ’ αὐτῶν ἐστιν νηστεύειν? ὅσον χρόνον ἔχουσιν τὸν νυμφίον μετ’ αὐτῶν, οὐ δύνανται νηστεύειν	1	Qui représentent les **amis d'un homme qui se marie** dans cette parabole, et qui y représente **le mari** ?	
2:19	rfez	basic,interpret	μὴ δύνανται οἱ υἱοὶ τοῦ νυμφῶνος ἐν ᾧ ὁ νυμφίος μετ’ αὐτῶν ἐστιν νηστεύειν	1	Pourquoi les amis du mari **ne peuvent pas jeûner** tant que qu'il est avec eux ?	
2:20	osrt	basic,interpret	ἀπαρθῇ ἀπ’ αὐτῶν ὁ νυμφίος	1	Que représente le fait que l'époux **va leur être enlevé** ?	
2:20	rq7h	basic,interpret	τότε νηστεύσουσιν ἐν ἐκείνῃ τῇ ἡμέρᾳ	1	Pourquoi les amis du mari ne **vont jeûner** qu'après l'enlèvement du mari ?	
2:21	fvv6	basic,interpret	οὐδεὶς ἐπίβλημα ῥάκους ἀγνάφου ἐπιράπτει ἐπὶ ἱμάτιον παλαιόν; εἰ δὲ μή αἴρει τὸ πλήρωμα ἀπ’ αὐτοῦ, τὸ καινὸν τοῦ παλαιοῦ	1	Pourquoi un **morceau de tissu neuf** détruit-il un **vieux vêtement** ?	
2:21	ec9q	basic, observe	χεῖρον σχίσμα γίνεται	1	Qu'arrivera-t-il à un vieux vêtement s'il est rapiécé avec du tissu neuf ?	
2:21	ze8i	advanced,interpret	οὐδεὶς ἐπίβλημα ῥάκους ἀγνάφου ἐπιράπτει ἐπὶ ἱμάτιον παλαιόν	1	Jésus donne cette parabole pour répondre à la question sur le jeûne au verset 18. Que représentent le morceau de tissu neuf et le vieux vêtement ?	
2:22	tlv5	basic,interpret	ῥήξει ὁ οἶνος τοὺς ἀσκούς	1	Pourquoi le **vin nouveau** fait-il éclater les **vieilles gourdes en peau** ?	
2:22	rkou	basic,observe	ὁ οἶνος ἀπόλλυται καὶ οἱ ἀσκοί	1	Qu'arrivera-t-il au **vin nouveau** s'il est mis dans une vieille gourde ?	
2:22	g0r4	advanced,interpret	οἶνον νέον εἰς ἀσκοὺς καινούς	1	Jésus raconte cette parabole pour répondre à la question sur le jeûne au verset 18. Que représentent le vin nouveau et les vieilles gourdes ?	
2:21-22	le2o	advanced,apply	οὐδεὶς ἐπίβλημα ῥάκους ἀγνάφου ἐπιράπτει ἐπὶ ἱμάτιον παλαιόν & οὐδεὶς βάλλει οἶνον νέον εἰς ἀσκοὺς παλαιούς	1	Au travers de ces deux paraboles, quelle vérité Jésus veut-il enseigner sur le jeûne ?	
2:23-24	puad	advanced,interpret	ἐν τοῖς Σάββασιν & τίλλοντες τοὺς στάχυας & τοῖς Σάββασιν	1	Les Juifs étaient autorisés à cueillir des **épis** dans les champs pour les manger lorsqu'ils avaient faim. À la lumière de cela, qu'est-ce que les Pharisiens considéraient comme illégal ?	
2:24	a8pm	basic,interpret	τοῖς Σάββασιν ὃ οὐκ ἔξεστιν	1	Quelle loi régissait ce que les Juifs pouvaient faire le jour du sabbat ?	
2:25	dv6h	basic,observe	τί ἐποίησεν Δαυεὶδ, ὅτε χρείαν ἔσχεν καὶ ἐπείνασεν, αὐτὸς καὶ οἱ μετ’ αὐτοῦ	1	Quelle difficulté David a-t-il rencontrée dans le récit de l'Ancien Testament évoqué par Jésus ?	
2:26	bl7p	basic,observe	εἰσῆλθεν εἰς τὸν οἶκον τοῦ Θεοῦ & καὶ τοὺς ἄρτους τῆς Προθέσεως ἔφαγεν	1	Qu'a fait David lorsqu'il a eu faim et qu'il a été dans le besoin ?	
2:26	x3t4	basic,observe	τοὺς ἄρτους τῆς Προθέσεως ἔφαγεν, οὓς οὐκ ἔξεστιν φαγεῖν, εἰ μὴ τοὺς ἱερεῖς	1	Selon la loi juive, qui pouvait manger **les pains dédiés à Dieu** ?	
2:26	xrsa	basic,interpret	τοὺς ἄρτους τῆς Προθέσεως ἔφαγεν & ἔδωκεν καὶ τοῖς σὺν αὐτῷ οὖσιν	1	Pensez-vous que pour Jésus, ce qu'a fait David était correct ?	
2:26	m8zg	advanced,apply	εἰσῆλθεν εἰς τὸν οἶκον τοῦ Θεοῦ & τοὺς ἄρτους τῆς Προθέσεως ἔφαγεν & ἔδωκεν καὶ τοῖς σὺν αὐτῷ οὖσιν	1	À travers l'histoire de David, quelle vérité concernant les hommes affamés Jésus cherche-t-il à enseigner aux Pharisiens ?	
2:27	v1ex	basic,observe	τὸ Σάββατον διὰ τὸν ἄνθρωπον ἐγένετο, καὶ οὐχ ὁ ἄνθρωπος διὰ τὸ Σάββατον	1	D'après la réponse de Jésus, quel est le plus important pour Jésus ? Le **sabbat** ou l'**homme** ?	
2:27	sk6f	advanced,apply	τὸ Σάββατον διὰ τὸν ἄνθρωπον ἐγένετο, καὶ οὐχ ὁ ἄνθρωπος διὰ τὸ Σάββατον	1	En quoi cette déclaration explique-t-elle qu'il était acceptable pour les disciples affamés de cueillir et de manger des épis le jour du sabbat ?	
2:28	hw81	basic,observe	ὁ Υἱὸς τοῦ Ἀνθρώπου	1	Dans ce livre, qui est désigné par le titre **Fils de l'homme** ?	
2:28	lk73	basic,interpret	Κύριός & καὶ τοῦ Σαββάτου	1	Que signifie être **seigneur du sabbat** ?	
2:28	j4ni	advanced,interpret	Κύριός ἐστιν ὁ Υἱὸς τοῦ Ἀνθρώπου καὶ τοῦ Σαββάτου	1	Par cette déclaration, quelle est l'autorité que Jésus revendique pour lui-même ?	
3:1	jqyi	basic,observe	ἦν ἐκεῖ ἄνθρωπος, ἐξηραμμένην ἔχων τὴν χεῖρα	1	Quel est le problème de cet homme dans la synagogue ?	
3:2	vs4a	basic,observe	παρετήρουν αὐτὸν, εἰ τοῖς Σάββασιν θεραπεύσει αὐτόν, ἵνα κατηγορήσωσιν αὐτοῦ	1	Pourquoi certaines personnes présentes dans la synagogue **observaient**-elles Jésus ?	
3:2	gn3f	basic,observe	παρετήρουν αὐτὸν	1	Quel groupe de personnes a blâmé Jésus pour ses actions le jour du sabbat ?	
3:2	qvr5	basic,interpret	εἰ τοῖς Σάββασιν θεραπεύσει αὐτόν	1	Pourquoi estimaient-ils qu'il était mal de **guérir** un homme **le jour du sabbat** ?	
3:3	ji3l	basic,observe	λέγει τῷ ἀνθρώπῳ τῷ τὴν χεῖρα ἔχοντι ξηράν, ἔγειρε εἰς τὸ μέσον	1	Comment Jésus a-t-il réagi lorsque certaines personnes ont voulu l'accuser d'avoir guéri **l'homme qui avait la main sèche** ?	
3:4	g3ja	basic,interpret	λέγει αὐτοῖς & οἱ & ἐσιώπων	1	À la lumière du verset 6, à quel groupe de personnes Jésus s'est-il adressé ici ?	
3:4	qvi3	basic, interpret	ἀγαθοποιῆσαι ἢ κακοποιῆσαι	1	Jésus voulait-il dire que guérir un homme, c'était **agir bien** ou **agir mal** ?	
3:4	woap	basic, apply	ἔξεστιν τοῖς Σάββασιν ἀγαθοποιῆσαι ἢ κακοποιῆσαι, ψυχὴν σῶσαι ἢ ἀποκτεῖναι?	1	De quelle manière vous engagez-vous à faire le **bien** pour ceux qui sont dans le besoin, même si certaines personnes peuvent vous critiquer pour cela ?	
3:4	pqpo	basic,interpret	οἱ & ἐσιώπων	1	Pourquoi les Pharisiens n'ont-ils pas répondu à la question de Jésus ?	
3:5	yvm1	basic,observe	περιβλεψάμενος αὐτοὺς μετ’ ὀργῆς, συνλυπούμενος ἐπὶ τῇ πωρώσει τῆς καρδίας αὐτῶν	1	Qu'est-ce qui, chez les Pharisiens, a mis Jésus en colère ?	
3:5	ylj6	basic,observe	λέγει τῷ ἀνθρώπῳ, ἔκτεινον τὴν χεῖρα σου.& καὶ ἐξέτεινεν, καὶ ἀπεκατεστάθη ἡ χεὶρ αὐτοῦ	1	Qu'a fait Jésus pour guérir la main desséchée de cet homme ?	
3:5	kxwj	basic,interpret	λέγει τῷ ἀνθρώπῳ, ἔκτεινον τὴν χεῖρα σου	1	Selon vous, Jésus pensait-il que les Pharisiens accepteraient qu'il guérisse l'homme qui avait la main sèche ?	
3:6	u2hh	basic,observe	ἐξελθόντες, οἱ Φαρισαῖοι εὐθὺς μετὰ τῶν Ἡρῳδιανῶν συμβούλιον ἐποίουν κατ’ αὐτοῦ, ὅπως αὐτὸν ἀπολέσωσιν	1	Comment les **pharisiens** ont-ils réagi lorsque Jésus a guéri cet homme un jour de sabbat ?	
3:6	sjhb	advanced,interpret	οἱ Φαρισαῖοι	1	Pourquoi les **pharisiens** veulent-ils tuer Jésus, alors qu'il a guéri quelqu'un ?	
3:6	jtru	advanced,interpret	τῶν Ἡρῳδιανῶν	1	Pourquoi les **hérodiens** veulent-ils tuer Jésus, alors qu'il a guéri quelqu'un ?	
3:7	raet	basic,observe	ὁ Ἰησοῦς μετὰ τῶν μαθητῶν αὐτοῦ, ἀνεχώρησεν πρὸς τὴν θάλασσαν	1	Quelle action des chefs religieux a conduit Jésus à se retirer de la Galilée ?	
3:7-8	x6fz	basic,observe	πολὺ πλῆθος ἀπὸ τῆς Γαλιλαίας ἠκολούθησεν, καὶ ἀπὸ τῆς Ἰουδαίας & καὶ ἀπὸ Ἱεροσολύμων, καὶ ἀπὸ τῆς Ἰδουμαίας, καὶ πέραν τοῦ Ἰορδάνου, καὶ περὶ Τύρον καὶ Σιδῶνα	1	D'où venaient ces gens qui voulaient suivre Jésus ?	
3:8	dbtt	basic,observe	ἀκούοντες ὅσα ἐποίει	1	Pourquoi la foule est-elle venue vers Jésus ?	
3:9	bt7u	basic,observe	ἵνα πλοιάριον προσκαρτερῇ αὐτῷ διὰ τὸν ὄχλον, ἵνα μὴ θλίβωσιν αὐτόν	1	Pourquoi Jésus a-t-il dit à ses disciples de lui garder une petite barque ?	
3:10	f53x	basic,observe	πολλοὺς γὰρ ἐθεράπευσεν, ὥστε ἐπιπίπτειν αὐτῷ, ἵνα αὐτοῦ ἅψωνται ὅσοι εἶχον μάστιγας	1	Pourquoi la foule se pressait-elle autour de Jésus ?	
3:11	yy1c	basic,observe	τὰ πνεύματα τὰ ἀκάθαρτα, ὅταν αὐτὸν ἐθεώρουν, προσέπιπτον αὐτῷ	1	Qu'ont fait les **esprits impurs** lorsqu'ils ont vu Jésus ?	
3:11	p8z2	basic,observe	λέγοντα, ὅτι σὺ εἶ ὁ Υἱὸς τοῦ Θεοῦ	1	Que disaient les esprits impurs à propos de l'identité de Jésus ?	
3:11	r1pt	basic,interpret	ἔκραζον λέγοντα, ὅτι σὺ εἶ ὁ Υἱὸς τοῦ Θεοῦ	1	Selon vous, pourquoi les esprits impurs ont-ils reconnu l'identité de Jésus ?	
3:12	ie4l	basic,interpret	πολλὰ ἐπετίμα αὐτοῖς, ἵνα μὴ αὐτὸν φανερὸν ποιήσωσιν	1	Selon vous, pourquoi Jésus ne voulait-il pas que les esprits impurs révèlent aux gens son identité ?	
3:13	aye6	basic,interpret	ἀναβαίνει εἰς τὸ ὄρος, καὶ προσκαλεῖται οὓς ἤθελεν αὐτός	1	Pourquoi **la montagne** était-elle un bon endroit pour appeler les gens de la foule à lui ?	
3:14	v0zj	basic,observe	ἐποίησεν δώδεκα, οὓς καὶ ἀποστόλους ὠνόμασεν	1	Quel rôle particulier Jésus a-t-il donné aux **douze** hommes qu'il a appelés ?	
3:14-15	t4qm	basic,observe	ἵνα ὦσιν μετ’ αὐτοῦ, καὶ ἵνα ἀποστέλλῃ αὐτοὺς κηρύσσειν & καὶ ἔχειν ἐξουσίαν ἐκβάλλειν τὰ δαιμόνια	-1	Dans quels buts Jésus a-t-il appelé les douze apôtres ?	
3:14	uqks	basic,apply	ὦσιν μετ’ αὐτοῦ	1	Pourquoi est-il important que les apôtres soient **avec lui** avant de les envoyer prêcher et chasser les démons ?	
3:16-19	a7s3	basic,observe	ἐποίησεν τοὺς δώδεκα	1	Comment s'appellent les **douze** que Jésus a nommés apôtres ?	
3:16	dzda	basic,observe	ἐπέθηκεν ὄνομα τῷ Σίμωνι, Πέτρον	1	Quel est le nouveau nom que Jésus a donné à **Simon** ?	
3:17	f4tt	basic,observe	ἐπέθηκεν αὐτοῖς ὀνόματα Βοανηργές, ὅ ἐστιν υἱοὶ βροντῆς	1	Quel est le nouveau nom que Jésus a donné à **Jacques** et **Jean** ?	
3:17	th8q	basic,interpret	υἱοὶ βροντῆς	1	Selon vous, pourquoi Jésus a-t-il appelé Jacques et Jean les **fils du tonnerre** ?	
3:18	qq50	basic,observe	Ἰάκωβον τὸν τοῦ Ἁλφαίου	1	Comment Jésus distingue-t-il **Jacques** dans ce verset de l'autre Jacques au verset 17 ?	
3:19	i7ix	basic,observe	Ἰούδαν Ἰσκαριώθ, ὃς καὶ παρέδωκεν αὐτόν	1	Quelle information importante Marc ajoute-t-il au sujet de **Judas Iscariot** ?	
3:19	cxx8	advanced,interpret	Ἰούδαν Ἰσκαριώθ, ὃς καὶ παρέδωκεν αὐτόν	1	Selon vous, pourquoi Jésus a-t-il choisi **Judas**, qui allait le trahir, parmi les douze apôtres ?	
3:20	ytu6	basic,observe	συνέρχεται πάλιν ὁ ὄχλος, ὥστε μὴ δύνασθαι αὐτοὺς μηδὲ ἄρτον φαγεῖν	1	Qu'ont fait les gens à son retour, après qu'il a choisi ses apôtres ?	
3:21,31	iqg1	advanced,interpret	ἀκούσαντες, οἱ παρ’ αὐτοῦ ἐξῆλθον κρατῆσαι αὐτόν & ἔρχονται ἡ μήτηρ αὐτοῦ καὶ οἱ ἀδελφοὶ αὐτοῦ	1	Êtes-vous d'accord pour dire que **ses parents** au verset 21 désigne **sa mère et ses frères**, qui viennent chercher Jésus au verset 31 ?	
3:21	z12q	basic,interpret	ἐξῆλθον κρατῆσαι αὐτόν; ἔλεγον γὰρ, ὅτι ἐξέστη	1	Pourquoi les proches de Jésus pensaient-ils qu'il avait **perdu la raison** ?	
3:22-23	p9e9	basic,interpret	Βεελζεβοὺλ & τῷ ἄρχοντι τῶν δαιμονίων & Σατανᾶς Σατανᾶν	1	Quel est l'autre nom donné à **Beelzébul** et **le prince des démons** ?	
3:22	t0ls	advanced,interpret	ἐν τῷ ἄρχοντι τῶν δαιμονίων, ἐκβάλλει τὰ δαιμόνια	1	Pourquoi les **scribes** ont-ils dit que Jésus **chasse les démons** par la puissance des démons plutôt que par la puissance de Dieu ?	
3:23	awth	basic,observe	ἐν παραβολαῖς ἔλεγεν αὐτοῖς	1	Comment Jésus a-t-il répondu à l'accusation portée par les scribes de Jérusalem ?	
3:23	dse2	basic,observe	πῶς δύναται Σατανᾶς Σατανᾶν ἐκβάλλειν?	1	Par ces paraboles, quelle est la vérité fondamentale que Jésus illustre ?	
3:24	atxo	basic,observe	οὐ δύναται σταθῆναι ἡ βασιλεία ἐκείνη	1	Qu'arrive-t-il à un **royaume**, s'il est divisé contre lui-même ?	
3:24	y6ts	basic,interpret	ἐὰν βασιλεία ἐφ’ ἑαυτὴν μερισθῇ, οὐ δύναται σταθῆναι ἡ βασιλεία ἐκείνη	1	En quoi la parabole du **royaume** qui **est divisé** montre-t-elle qu'il n'est pas logique pour Satan de chasser ses propres démons ?	
3:25	md5e	basic,observe	οὐ δυνήσεται ἡ οἰκία ἐκείνη σταθῆναι	1	Qu'arrivera-t-il à une **famille**, si elle est divisée contre elle-même ?	
3:25	d7pj	basic,interpret	ἐὰν οἰκία ἐφ’ ἑαυτὴν μερισθῇ, οὐ δυνήσεται ἡ οἰκία ἐκείνη σταθῆναι	1	En quoi la parabole de la **famille** qui **est divisée** montre-t-elle qu'il n'est pas logique pour Satan de chasser ses propres démons ?	
3:26	x3mi	advanced,interpret	εἰ ὁ Σατανᾶς ἀνέστη ἐφ’ ἑαυτὸν καὶ ἐμερίσθη, οὐ δύναται στῆναι, ἀλλὰ τέλος ἔχει	1	Selon la vérité que Jésus a établie dans les paraboles, est-il raisonnable de penser que Satan autorise Jésus à chasser ses propres démons, comme l'en ont accusé les scribes ?	
