Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
3:4	dxps			se tourner vers Dieu	1	Cela signifie qu’ils devaient cesser de faire le mal et commencer à obéir à Dieu.
3:6	lz8e			Dieu a envoyé	1	Noé n’a pas eu besoin de trouver les animaux. Dieu les a envoyés vers lui.
3:6	kzoq			utilisés pour les sacrifices	1	Dans certaines langues, il serait peut-être préférable de dire quelque chose comme : « des animaux qui étaient acceptables en sacrifice à Dieu ». Dieu avait décidé que les gens devaient sacrifier des animaux pour lui, mais il ne leur était permis de sacrifier que certains types d’animaux.
3:6	ckxr			Dieu lui-même a fermé la porte	1	Cela souligne que c’est Dieu lui-même qui a fermé la porte.
3:7	i7ua			il a commencé à pleuvoir ; et il a plu ; et il a plu	1	Cela souligne qu’il y avait une quantité extrême et inhabituelle de pluie. D’autres langues peuvent avoir une autre façon de souligner cela.
3:7	b0ld			L’eau jaillissait	1	Cela indique qu’il y avait une grande quantité d’eau qui sortait du sol.
3:7	x3p7			Tout dans le monde entier était couvert d’eau	1	Cela fait référence au fait que toute la terre était couverte d’eau provenant du déluge.
3:9	edcb			l’arrêt des pluies	1	Cela pourrait être traduit par : « il a cessé de pleuvoir ».
3:9	jezt			le bateau s’est posé	1	Il y avait tellement d’eau de pluie qu’elle recouvrait les montagnes. Le navire flottait au-dessus des montagnes, et quand l’eau a commencé à descendre, le bateau est descendu et s’est posé au sommet d’une montagne.
3:9	mj2e			Après trois mois de plus	1	Au cours des trois mois suivants, l’eau a continué à descendre.
3:9	eum2			les sommets d’autres montagnes sont devenus visibles	1	D’autres manières de traduire cette expression seraient : « se sont montrés » ou « ont apparu » ou « ont pu être vus ». Ce serait peut-être plus clair de dire : « Après trois mois, l’eau avait baissé suffisamment pour que Noé et sa famille puissent voir clairement le sommets d’autres montagnes ».
3:10	fxh5			un corbeau	1	Un oiseau noir qui vole et mange une variété de plantes et d’aliments pour animaux, y compris la chair en décomposition des cadavres d’animaux.
3:11	mdxb			une colombe	1	Un petit oiseau blanc ou gris se nourrissant de graines ou de fruits.
3:11	rtsx			une branche d’olivier	1	Le fruit de l’olivier contient de l’huile que les gens utilisent pour cuisiner ou mettre sur leur peau. Si dans votre langue, il n’y a pas de terme pour « branche d’olivier », vous pouvez le traduire par : « la branche d’un arbre appelé olivier » ou « branche d’un arbre qui produit de l’huile. »
3:11	jq58			L’eau descendait	1	Il serait peut-être plus naturel dans votre langue de dire que : « l’eau s’en allait », ou que « le niveau de l’eau baissait ».
3:12	hbc4			a attendu encore une semaine	1	Vous pourriez dire : « il a attendu sept jours de plus ». Le mot « attendu » montre que Noé a laissé passer du temps pour permettre aux eaux de descendre avant de relâcher la colombe.
3:13	hnyc			Deux mois plus tard	1	Cela signifie que deux mois ont passé après la remise en liberté de la colombe de l’arche. Il peut être nécessaire de le dire explicitement si ce n’est pas clair.
3:13	m80u		rc://fr/ta/man/translate/figs-quotations	Dieu a dit à Noé : « Toi, ta famille et tous les animaux, vous pouvez quitter le bateau maintenant. Ayez beaucoup d’enfants et de petits-enfants et remplissez la terre. »	1	C’est une citation directe. On peut aussi l’exprimer comme une citation indirecte : « Dieu dit à Noé que lui et sa famille devaient avoir beaucoup d’enfants et de petits-enfants et remplir la terre, et qu’ils pouvaient quitter le bateau maintenant avec tous les animaux ».
3:13	hswr			Ayez beaucoup d’enfants	1	Afin de vous assurer qu’il est clair que c’était le commandement et le désir de Dieu, vous pourriez dire : « Vous devez avoir beaucoup d’enfants » ou « Je veux que vous ayez beaucoup d’enfants ».
3:13	pd02			remplissez la terre	1	Si ce n’est pas clair, il serait peut-être nécessaire de dire : « et remplissez la terre avec des gens », ou « afin qu’il y ait beaucoup de personnes qui vivent sur la terre ».
3:13	swig		rc://fr/ta/man/translate/figs-go	sont sortis	1	Dans quelques langues on dirait plutôt « sont venus dehors ».
3:14	d9n9			chaque espèce qui peut être utilisée pour un sacrifice	1	Une autre façon de dire cela serait : « ce que les gens pouvaient utiliser pour faire des sacrifices à Dieu ».
3:14	mti9			Dieu a été honoré	1	Dieu était satisfait avec les sacrifies d’animaux que Noé avait faits.
3:15	dpud		rc://fr/ta/man/translate/figs-quotations	Dieu dit : « Je promets que je ne maudirai plus jamais la terre à cause des choses mauvaises que font les hommes et je ne détruirai plus le monde en causant un déluge, malgré leur désir de faire le mal dès leur jeunesse. »	1	C’est une citation directe. On peut la transformer en une citation indirecte : « Dieu a promis de ne plus jamais maudire le sol à cause des choses mauvaises que font les hommes. Il a promis de ne plus détruire le monde en causant un déluge, malgré leur désir de faire le mal dès leur jeunesse ».
3:15	jf5p			plus jamais	1	Cela signifie « plus jamais et à aucun moment », ou « plus jamais du tout », ou « vraiment plus jamais ». Par exemple : « je ne maudirai plus jamais du tout la terre », ou « je ne maudirai vraiment plus jamais la terre ».
3:15	rg61			maudirai […] la terre	1	La terre et les autres créatures ont beaucoup souffert du péché de l’homme.
3:15	gib3			le monde	1	Cela fait référence à la terre et toutes les créatures qui y vivaient.
3:15	bf4z			malgré leur désir de faire le mal dès leur jeunesse	1	Une autre façon de le dire serait : « même s’ils font le mal toute leur vie ».
3:16	dp8q			arc-en-ciel	1	C’est l’arc de lumière multicolore qui apparaît souvent dans le ciel après un orage.
3:16	eohl			signe	1	Un signe, c’est quelque chose (comme un objet ou un événement) qui a une certaine signification ou qui pointe vers quelque chose qui est vrai ou qui se produira.
3:16	ctb7			signe de sa promesse	1	Dans certaines langues, il serait peut-être préférable de dire : « pour montrer ce qu’il avait promis ».
3:16	beu6			Chaque fois	1	Assurez-vous qu’il est clair que cela signifie : chaque fois qu’un arc-en-ciel apparaîtra à partir de ce jour-là. Il peut être nécessaire d’ajouter : « À partir de ce jour ».
3:16	i79q			sa promesse	1	Ceci nous renvoie à l’histoire précédente dans laquelle Dieu a promis de ne plus jamais détruire la terre par un déluge.
3:16	qd3l			Une histoire biblique tirée de	1	Ces références peuvent être légèrement différentes dans certaines traductions de la Bible.
4:0	q8f7	title		L’Alliance de Dieu avec Abraham	1	Ce titre peut aussi être traduit par : « Comment Dieu a fait une alliance avec Abraham » ou « Pourquoi Dieu a-t-il fait une alliance avec Abraham ? »
4:1	w3nv			Bien des années après le déluge	1	Plusieurs générations après la fin du déluge.
4:1	dbpe			il y avait de nouveau beaucoup d’êtres humains	1	La famille de Noé s’était multipliée suffisamment pour remplir une ville.
4:1	ewpl			la même langue	1	Cela signifie qu’il n’y avait qu’une seule langue, donc ils pouvaient tous se comprendre.
4:1	vy1l			une ville	1	Il est préférable d’utiliser un terme général pour « ville » vu que le texte ne donne pas de nom spécifique.
4:2	b6v9			une grande tour qui devait toucher le ciel	1	Cette structure était si grande que son sommet serait dans le ciel.
4:2	rtpi			le ciel	1	Cela peut se traduire par « le firmament ou la voûte céleste »
4:3	cvjw			Dieu a changé leur langue en plusieurs langues différentes	1	En un instant, Dieu leur a donné miraculeusement différentes langues de sorte que tout à coup ils n’étaient plus en mesure de se comprendre.
4:3	nk8t			plusieurs langues	1	Au lieu d’un grand groupe de personnes parlant une seule langue, il y avait maintenant beaucoup de petits groupes de personnes parlant chacun sa propre langue.
4:3	dq5h			il a dispersé les êtres humains	1	Quand Dieu a changé leurs langues, il a dispersé ces groupes de personnes sur la terre et chaque groupe s’est installé dans sa propre région.
4:3	e71s			Babel	1	Nous ne connaissons pas l’emplacement exact de cette ville, à part qu’elle se trouvait quelque part dans l’ancien Moyen-Orient.
4:3	h1of			confusion	1	Cela fait référence à la manière dont les gens ont été confondus car ils ne pouvaient plus se comprendre quand Dieu a changé leur langue.
4:4	s7wq			Des centaines d’années plus tard	1	Cela pourrait être traduit par : « de nombreuses générations après que le peuple a été divisé en différents groupes linguistiques à Babel » ou, « longtemps après que ceci est arrivé ».
4:4	yn09		rc://fr/ta/man/translate/figs-quotations	Dieu lui a dit : « Quitte ton pays et ta famille et va au pays que je vais te montrer. Je te bénirai et ferai de toi une grande nation. Je rendrai ton nom grand. Je bénirai ceux qui te bénissent et je maudirai ceux qui te maudissent. Toutes les familles de la terre seront bénies grâce à toi. »	1	C’est une citation directe. On peut aussi la transformer en une citation indirecte : « Dieu lui a dit de quitter son pays et sa famille et d’aller dans le pays qu’il lui montrerait. Il lui a dit qu’il le bénirait et ferait de lui une grande nation et rendrait son nom très grand, qu’il bénirait ceux qui le béniront et maudirait ceux qui le maudiront et que toutes les familles de la planète seront bénies à cause de lui ».
4:4	gpjv			Quitte ton pays	1	Cela fait référence à la région où Abram est né et a grandi (une région en Asie centrale appelée « Ur »). Ce pourrait être traduit par : « région natale », « patrie » ou quelque chose de semblable.
4:4	gab9			et ta famille	1	Dieu dit à Abram de laisser derrière lui la plupart de ses parents. Cependant, Dieu ne disait pas à Abram d’abandonner les gens dont il était responsable, y compris sa femme.
4:4	n81o		rc://fr/ta/man/translate/figs-metonymy	Je te bénirai et ferai de toi une grande nation	1	Ici « grande nation » est une métonymie qui signifie que Dieu allait amener Abram à avoir beaucoup de descendants, et qu’ils allaient devenir une grande et importante nation.
4:4	kkip			Je rendrai ton nom très grand	1	Cela signifie que le nom et la famille d’Abram deviendraient connus dans le monde et les gens allaient penser du bien d’eux.
4:4	s560		rc://fr/ta/man/translate/figs-activepassive	Toutes les familles de la terre seront bénies grâce à toi.	1	Ceci peut être transformé à la voix active : « Je bénirai toutes les familles de la terre grâce à toi ».
4:4	ldsc			Toutes les familles de la terre	1	La décision d’Abram de suivre Dieu a influencé non seulement sa famille, mais aussi les familles de toutes les nations sur la terre.
4:5	w7yf			Il a pris	1	Certaines langues diraient, « il a amené » dans ce cas. D’autres utiliseraient deux verbes différents, comme : « il a fait venir sa femme avec lui » et « il a aussi amené tous leurs serviteurs et leurs biens ».
4:5	dk16			Dieu lui avait montré	1	D’une façon ou d’une autre, Dieu a fait comprendre clairement à Abram où il devait aller. Le texte ne dit pas comment Dieu le lui a montré.
4:5	bg56			le pays de Canaan	1	Le nom de cette terre était « Canaan ». Cela pourrait être traduit, « la terre appelée Canaan ».
4:6	odcb		rc://fr/ta/man/translate/figs-quotations	Dieu a dit : « Regarde tout autour de toi. Je te donnerai tout ce pays et tes descendants vont le posséder toujours. »	1	C’est une citation directe qui peut aussi être reformulée comme une citation indirecte : « Dieu a dit à Abram de regarder tout autour de lui, car Dieu lui donnerait tout ce pays et ses descendants le posséderaient toujours ».
4:6	ldig			tout ce pays	1	Si Abram avait été debout sur une montagne, il aurait pu voir une très grande étendue. À plusieurs reprises, Dieu a promis de donner toute la terre de Canaan à Abram et ses descendants.
4:6	z9xw			tes descendants vont le posséder toujours	1	Dieu a promis de donner le pays à Abram et aussi à ses descendants.
4:6	fdyh			Puis, Abram s’est établi dans le pays	1	Abram a vécu là avec tous ceux qui étaient partis avec lui.
